index,validMoves,uniqueValidMoves,coverageRatio,twoCellMoves,threeCellMoves,fourPlusMoves,occupiedRegions,spatialDistributionScore,maxCellParticipationRatio,overlapScore,largestMove,averageArea,scorePotential,progress0ClearedRatio,progress0ValidMoves,progress0HasMove,progress1ClearedRatio,progress1ValidMoves,progress1HasMove,progress2ClearedRatio,progress2ValidMoves,progress2HasMove,progress3ClearedRatio,progress3ValidMoves,progress3HasMove
63,62,62,0.6294117647058823,43,9,10,9,96.23119269642818,0.04838709677419355,87.09677419354838,5,2.4838709677419355,107,0.10588235294117647,59,true,0.24705882352941178,48,true,0.5,32,true,0.7470588235294118,0,false
64,64,64,0.611764705882353,48,13,3,9,97.83415130195937,0.0625,81.25,4,2.296875,104,0.10588235294117647,65,true,0.25882352941176473,53,true,0.5117647058823529,29,true,0.711764705882353,0,false
65,72,72,0.6529411764705882,50,12,10,9,95.33448924382417,0.05555555555555555,83.33333333333334,4,2.4444444444444446,111,0.11176470588235295,66,true,0.2529411764705882,48,true,0.5,25,true,0.6941176470588235,0,false
66,70,70,0.6941176470588235,47,11,12,9,97.73537268261747,0.05714285714285714,82.85714285714286,6,2.5285714285714285,118,0.1,69,true,0.2529411764705882,56,true,0.5,35,true,0.7470588235294118,2,true
67,63,63,0.6411764705882353,44,12,7,9,97.42478849340606,0.06349206349206349,80.95238095238095,4,2.4126984126984126,109,0.10588235294117647,63,true,0.2647058823529412,52,true,0.5,24,true,0.7411764705882353,0,false
68,68,68,0.6647058823529411,49,12,7,9,98.88306518456595,0.04411764705882353,88.23529411764706,4,2.3823529411764706,113,0.10588235294117647,63,true,0.25882352941176473,55,true,0.5,29,true,0.7176470588235294,0,false
69,70,70,0.6470588235294118,48,12,10,9,97.8065266689923,0.05714285714285714,82.85714285714286,5,2.4714285714285715,110,0.1,67,true,0.24705882352941178,52,true,0.5,28,true,0.711764705882353,0,false
70,64,64,0.6470588235294118,50,12,2,9,96.45111688684625,0.0625,81.25,4,2.25,110,0.10588235294117647,61,true,0.2529411764705882,56,true,0.5,36,true,0.7411764705882353,0,false
71,59,59,0.6,46,10,3,9,93.55395567802675,0.05084745762711865,86.44067796610169,4,2.2711864406779663,102,0.10588235294117647,56,true,0.24705882352941178,46,true,0.5058823529411764,26,true,0.7352941176470589,0,false
72,59,59,0.6058823529411764,42,12,5,9,98.78657765040056,0.06779661016949153,79.66101694915254,4,2.3728813559322033,103,0.1,59,true,0.24705882352941178,54,true,0.5,31,true,0.6882352941176471,0,false
73,66,66,0.611764705882353,46,14,6,9,96.22157291509986,0.06060606060606061,81.81818181818181,4,2.393939393939394,104,0.1,65,true,0.24705882352941178,51,true,0.5117647058823529,29,true,0.7294117647058823,0,false
74,64,64,0.6411764705882353,45,14,5,9,94.8716775505482,0.046875,87.5,4,2.375,109,0.10588235294117647,62,true,0.2529411764705882,50,true,0.5,20,true,0.6470588235294118,0,false
75,69,69,0.6352941176470588,48,10,11,9,97.23455157107433,0.057971014492753624,82.6086956521739,4,2.463768115942029,108,0.10588235294117647,68,true,0.2529411764705882,61,true,0.5058823529411764,33,true,0.7352941176470589,0,false
76,66,66,0.6,47,15,4,9,98.21421428599709,0.06060606060606061,81.81818181818181,5,2.3636363636363638,102,0.1,63,true,0.24705882352941178,54,true,0.5,33,true,0.7470588235294118,0,false
77,67,67,0.7058823529411765,46,13,8,9,97.90515126716294,0.04477611940298507,88.05970149253731,4,2.4328358208955225,120,0.10588235294117647,65,true,0.2529411764705882,64,true,0.5058823529411764,42,true,0.7470588235294118,8,true
78,64,64,0.6235294117647059,43,18,3,9,96.92955430696713,0.0625,81.25,5,2.390625,106,0.1,59,true,0.24705882352941178,47,true,0.5,22,true,0.6941176470588235,0,false
79,62,62,0.6352941176470588,44,13,5,9,99.20968703622235,0.04838709677419355,87.09677419354838,4,2.370967741935484,108,0.10588235294117647,59,true,0.2529411764705882,50,true,0.5,38,true,0.7529411764705882,8,true
80,61,61,0.611764705882353,42,13,6,9,97.07208650492518,0.04918032786885246,86.88524590163935,6,2.459016393442623,104,0.10588235294117647,55,true,0.24705882352941178,45,true,0.5,18,true,0.6882352941176471,0,false
81,67,67,0.6294117647058823,49,16,2,9,96.02177886844217,0.05970149253731343,82.08955223880596,4,2.298507462686567,107,0.1,65,true,0.2529411764705882,50,true,0.5,25,true,0.7058823529411765,0,false
82,61,61,0.611764705882353,43,12,6,9,97.64271749919844,0.06557377049180328,80.32786885245902,4,2.3934426229508197,104,0.1,66,true,0.2529411764705882,66,true,0.5,46,true,0.7470588235294118,9,true
83,64,64,0.6764705882352942,43,15,6,9,99.56214289322936,0.046875,87.5,4,2.421875,115,0.1,64,true,0.25882352941176473,56,true,0.5058823529411764,33,true,0.7529411764705882,4,true
84,68,68,0.6352941176470588,54,8,6,9,95.24943913505511,0.07352941176470588,76.47058823529412,5,2.3088235294117645,108,0.1,65,true,0.24705882352941178,56,true,0.5058823529411764,31,true,0.711764705882353,0,false
85,60,60,0.611764705882353,46,7,7,9,99.02419710710474,0.05,86.66666666666666,5,2.3666666666666667,104,0.10588235294117647,58,true,0.25882352941176473,52,true,0.5058823529411764,27,true,0.7176470588235294,0,false
86,60,60,0.6058823529411764,41,15,4,9,96.98934645437812,0.05,86.66666666666666,4,2.3833333333333333,103,0.1,57,true,0.2529411764705882,49,true,0.5117647058823529,18,true,0.6058823529411764,0,false
